,year,artist,track,artistTrack,time,timeInSeconds,genre,enterDate,peakedDate,weeksToPeak,week,rank,peakRank,lifeSpan,weeksAtPeak,weeksAfterPeak
6520,2000,SoulDecision,Faded,SoulDecision - 'Faded',3:25,205.0,Rock,2000-07-08,2000-09-09,9.0,61.0,,22.0,24.0,2.0,13.0
6521,2000,SoulDecision,Faded,SoulDecision - 'Faded',3:25,205.0,Rock,2000-07-08,2000-09-09,9.0,62.0,,22.0,24.0,2.0,13.0
6522,2000,SoulDecision,Faded,SoulDecision - 'Faded',3:25,205.0,Rock,2000-07-08,2000-09-09,9.0,63.0,,22.0,24.0,2.0,13.0
6523,2000,SoulDecision,Faded,SoulDecision - 'Faded',3:25,205.0,Rock,2000-07-08,2000-09-09,9.0,64.0,,22.0,24.0,2.0,13.0
6524,2000,SoulDecision,Faded,SoulDecision - 'Faded',3:25,205.0,Rock,2000-07-08,2000-09-09,9.0,65.0,,22.0,24.0,2.0,13.0
6525,2000,SoulDecision,Faded,SoulDecision - 'Faded',3:25,205.0,Rock,2000-07-08,2000-09-09,9.0,66.0,,22.0,24.0,2.0,13.0
6526,2000,SoulDecision,Faded,SoulDecision - 'Faded',3:25,205.0,Rock,2000-07-08,2000-09-09,9.0,67.0,,22.0,24.0,2.0,13.0
6527,2000,SoulDecision,Faded,SoulDecision - 'Faded',3:25,205.0,Rock,2000-07-08,2000-09-09,9.0,68.0,,22.0,24.0,2.0,13.0
6528,2000,SoulDecision,Faded,SoulDecision - 'Faded',3:25,205.0,Rock,2000-07-08,2000-09-09,9.0,69.0,,22.0,24.0,2.0,13.0
6529,2000,SoulDecision,Faded,SoulDecision - 'Faded',3:25,205.0,Rock,2000-07-08,2000-09-09,9.0,70.0,,22.0,24.0,2.0,13.0
6530,2000,SoulDecision,Faded,SoulDecision - 'Faded',3:25,205.0,Rock,2000-07-08,2000-09-09,9.0,71.0,,22.0,24.0,2.0,13.0
6531,2000,SoulDecision,Faded,SoulDecision - 'Faded',3:25,205.0,Rock,2000-07-08,2000-09-09,9.0,72.0,,22.0,24.0,2.0,13.0
6532,2000,SoulDecision,Faded,SoulDecision - 'Faded',3:25,205.0,Rock,2000-07-08,2000-09-09,9.0,73.0,,22.0,24.0,2.0,13.0
6533,2000,SoulDecision,Faded,SoulDecision - 'Faded',3:25,205.0,Rock,2000-07-08,2000-09-09,9.0,74.0,,22.0,24.0,2.0,13.0
6534,2000,SoulDecision,Faded,SoulDecision - 'Faded',3:25,205.0,Rock,2000-07-08,2000-09-09,9.0,75.0,,22.0,24.0,2.0,13.0
6535,2000,SoulDecision,Faded,SoulDecision - 'Faded',3:25,205.0,Rock,2000-07-08,2000-09-09,9.0,76.0,,22.0,24.0,2.0,13.0
6536,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,1.0,90.0,22.0,20.0,1.0,7.0
6537,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,2.0,77.0,22.0,20.0,1.0,7.0
6538,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,3.0,66.0,22.0,20.0,1.0,7.0
6539,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,4.0,61.0,22.0,20.0,1.0,7.0
6540,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,5.0,59.0,22.0,20.0,1.0,7.0
6541,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,6.0,47.0,22.0,20.0,1.0,7.0
6542,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,7.0,39.0,22.0,20.0,1.0,7.0
6543,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,8.0,33.0,22.0,20.0,1.0,7.0
6544,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,9.0,32.0,22.0,20.0,1.0,7.0
6545,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,10.0,31.0,22.0,20.0,1.0,7.0
6546,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,11.0,28.0,22.0,20.0,1.0,7.0
6547,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,12.0,27.0,22.0,20.0,1.0,7.0
6548,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,13.0,22.0,22.0,20.0,1.0,7.0
6549,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,14.0,27.0,22.0,20.0,1.0,7.0
6550,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,15.0,31.0,22.0,20.0,1.0,7.0
6551,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,16.0,39.0,22.0,20.0,1.0,7.0
6552,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,17.0,45.0,22.0,20.0,1.0,7.0
6553,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,18.0,50.0,22.0,20.0,1.0,7.0
6554,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,19.0,53.0,22.0,20.0,1.0,7.0
6555,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,20.0,59.0,22.0,20.0,1.0,7.0
6556,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,21.0,,22.0,20.0,1.0,7.0
6557,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,22.0,,22.0,20.0,1.0,7.0
6558,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,23.0,,22.0,20.0,1.0,7.0
6559,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,24.0,,22.0,20.0,1.0,7.0
6560,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,25.0,,22.0,20.0,1.0,7.0
6561,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,26.0,,22.0,20.0,1.0,7.0
6562,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,27.0,,22.0,20.0,1.0,7.0
6563,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,28.0,,22.0,20.0,1.0,7.0
6564,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,29.0,,22.0,20.0,1.0,7.0
6565,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,30.0,,22.0,20.0,1.0,7.0
6566,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,31.0,,22.0,20.0,1.0,7.0
6567,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,32.0,,22.0,20.0,1.0,7.0
6568,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,33.0,,22.0,20.0,1.0,7.0
6569,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,34.0,,22.0,20.0,1.0,7.0
6570,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,35.0,,22.0,20.0,1.0,7.0
6571,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,36.0,,22.0,20.0,1.0,7.0
6572,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,37.0,,22.0,20.0,1.0,7.0
6573,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,38.0,,22.0,20.0,1.0,7.0
6574,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,39.0,,22.0,20.0,1.0,7.0
6575,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,40.0,,22.0,20.0,1.0,7.0
6576,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,41.0,,22.0,20.0,1.0,7.0
6577,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,42.0,,22.0,20.0,1.0,7.0
6578,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,43.0,,22.0,20.0,1.0,7.0
6579,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,44.0,,22.0,20.0,1.0,7.0
6580,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,45.0,,22.0,20.0,1.0,7.0
6581,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,46.0,,22.0,20.0,1.0,7.0
6582,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,47.0,,22.0,20.0,1.0,7.0
6583,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,48.0,,22.0,20.0,1.0,7.0
6584,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,49.0,,22.0,20.0,1.0,7.0
6585,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,50.0,,22.0,20.0,1.0,7.0
6586,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,51.0,,22.0,20.0,1.0,7.0
6587,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,52.0,,22.0,20.0,1.0,7.0
6588,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,53.0,,22.0,20.0,1.0,7.0
6589,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,54.0,,22.0,20.0,1.0,7.0
6590,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,55.0,,22.0,20.0,1.0,7.0
6591,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,56.0,,22.0,20.0,1.0,7.0
6592,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,57.0,,22.0,20.0,1.0,7.0
6593,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,58.0,,22.0,20.0,1.0,7.0
6594,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,59.0,,22.0,20.0,1.0,7.0
6595,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,60.0,,22.0,20.0,1.0,7.0
6596,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,61.0,,22.0,20.0,1.0,7.0
6597,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,62.0,,22.0,20.0,1.0,7.0
6598,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,63.0,,22.0,20.0,1.0,7.0
6599,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,64.0,,22.0,20.0,1.0,7.0
6600,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,65.0,,22.0,20.0,1.0,7.0
6601,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,66.0,,22.0,20.0,1.0,7.0
6602,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,67.0,,22.0,20.0,1.0,7.0
6603,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,68.0,,22.0,20.0,1.0,7.0
6604,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,69.0,,22.0,20.0,1.0,7.0
6605,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,70.0,,22.0,20.0,1.0,7.0
6606,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,71.0,,22.0,20.0,1.0,7.0
6607,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,72.0,,22.0,20.0,1.0,7.0
6608,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,73.0,,22.0,20.0,1.0,7.0
6609,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,74.0,,22.0,20.0,1.0,7.0
6610,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,75.0,,22.0,20.0,1.0,7.0
6611,2000,"Brock, Chad",Yes!,"Brock, Chad - 'Yes!'",3:22,202.0,Country,2000-04-08,2000-07-01,12.0,76.0,,22.0,20.0,1.0,7.0
6612,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,1.0,74.0,22.0,18.0,1.0,5.0
6613,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,2.0,66.0,22.0,18.0,1.0,5.0
6614,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,3.0,52.0,22.0,18.0,1.0,5.0
6615,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,4.0,39.0,22.0,18.0,1.0,5.0
6616,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,5.0,39.0,22.0,18.0,1.0,5.0
6617,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,6.0,39.0,22.0,18.0,1.0,5.0
6618,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,7.0,39.0,22.0,18.0,1.0,5.0
6619,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,8.0,46.0,22.0,18.0,1.0,5.0
6620,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,9.0,47.0,22.0,18.0,1.0,5.0
6621,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,10.0,54.0,22.0,18.0,1.0,5.0
6622,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,11.0,91.0,22.0,18.0,1.0,5.0
6623,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,12.0,28.0,22.0,18.0,1.0,5.0
6624,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,13.0,22.0,22.0,18.0,1.0,5.0
6625,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,14.0,33.0,22.0,18.0,1.0,5.0
6626,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,15.0,46.0,22.0,18.0,1.0,5.0
6627,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,16.0,70.0,22.0,18.0,1.0,5.0
6628,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,17.0,87.0,22.0,18.0,1.0,5.0
6629,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,18.0,93.0,22.0,18.0,1.0,5.0
6630,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,19.0,,22.0,18.0,1.0,5.0
6631,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,20.0,,22.0,18.0,1.0,5.0
6632,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,21.0,,22.0,18.0,1.0,5.0
6633,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,22.0,,22.0,18.0,1.0,5.0
6634,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,23.0,,22.0,18.0,1.0,5.0
6635,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,24.0,,22.0,18.0,1.0,5.0
6636,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,25.0,,22.0,18.0,1.0,5.0
6637,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,26.0,,22.0,18.0,1.0,5.0
6638,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,27.0,,22.0,18.0,1.0,5.0
6639,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,28.0,,22.0,18.0,1.0,5.0
6640,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,29.0,,22.0,18.0,1.0,5.0
6641,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,30.0,,22.0,18.0,1.0,5.0
6642,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,31.0,,22.0,18.0,1.0,5.0
6643,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,32.0,,22.0,18.0,1.0,5.0
6644,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,33.0,,22.0,18.0,1.0,5.0
6645,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,34.0,,22.0,18.0,1.0,5.0
6646,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,35.0,,22.0,18.0,1.0,5.0
6647,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,36.0,,22.0,18.0,1.0,5.0
6648,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,37.0,,22.0,18.0,1.0,5.0
6649,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,38.0,,22.0,18.0,1.0,5.0
6650,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,39.0,,22.0,18.0,1.0,5.0
6651,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,40.0,,22.0,18.0,1.0,5.0
6652,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,41.0,,22.0,18.0,1.0,5.0
6653,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,42.0,,22.0,18.0,1.0,5.0
6654,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,43.0,,22.0,18.0,1.0,5.0
6655,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,44.0,,22.0,18.0,1.0,5.0
6656,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,45.0,,22.0,18.0,1.0,5.0
6657,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,46.0,,22.0,18.0,1.0,5.0
6658,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,47.0,,22.0,18.0,1.0,5.0
6659,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,48.0,,22.0,18.0,1.0,5.0
6660,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,49.0,,22.0,18.0,1.0,5.0
6661,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,50.0,,22.0,18.0,1.0,5.0
6662,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,51.0,,22.0,18.0,1.0,5.0
6663,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,52.0,,22.0,18.0,1.0,5.0
6664,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,53.0,,22.0,18.0,1.0,5.0
6665,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,54.0,,22.0,18.0,1.0,5.0
6666,2000,"Martin, Ricky",Shake Your Bon-Bon,"Martin, Ricky - 'Shake Your Bon-Bon'",3:08,188.0,Latin,1999-11-20,2000-02-12,12.0,55.0,,22.0,18.0,1.0,5.0
